tellimuse_nr,kuupaev,kliendi_id,kliendi_nimi,kliendi_linn,kliendityyp,toote_nimi,kategooria,tootemark,kampaania_nimi,kampaania_tyyp,liiklusallikas,makseviis,kogus,uhikuhind,muugisumma
1246,2025-09-10,14,Nikolai Rand,Parnu,Regular,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Pangalink,8,0.8,6.4
1246,2025-09-10,14,Nikolai Rand,Parnu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Google Ads brandikampaania,retargeting,facebook,Pangalink,7,1.0,7.0
1246,2025-09-10,14,Nikolai Rand,Parnu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Google Ads brandikampaania,retargeting,facebook,Pangalink,7,1.5,10.5
1255,2025-09-10,5,Eva Lepik,Narva,Regular,Mineraalvesi 1L,Jook,Vichy,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,3,0.8,2.4
1255,2025-09-10,5,Eva Lepik,Narva,Regular,Kommid assortii,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,7,3.5,24.5
1282,2025-09-10,14,Nikolai Rand,Parnu,Regular,Kommid assortii,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Pangalink,3,3.5,10.5
1282,2025-09-10,14,Nikolai Rand,Parnu,Regular,Kohupiim,Piimatoode,Farmi,Partneri sooduskood,partnerkampaania,otsing,Pangalink,7,1.3,9.1
1282,2025-09-10,14,Nikolai Rand,Parnu,Regular,Sokolaad tume,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Pangalink,3,2.3,6.9
1349,2025-09-10,9,Irina Kivi,Viljandi,Regular,Sepik,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,8,2.5,20.0
1349,2025-09-10,9,Irina Kivi,Viljandi,Regular,Martsipan 100g,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Mobiilimakse,5,3.2,16.0
1368,2025-09-10,11,Katrin Ilves,Tartu,Regular,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,3,0.8,2.4
1368,2025-09-10,11,Katrin Ilves,Tartu,Regular,Kohv filtri 500g,Jook,Paulig,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,6,5.9,35.4
1368,2025-09-10,11,Katrin Ilves,Tartu,Regular,Sepik,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,4,2.5,10.0
1394,2025-09-10,15,Olga Valk,Tartu,Regular,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,1.8,14.4
1394,2025-09-10,15,Olga Valk,Tartu,Regular,Jogurt maasika,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,4,0.9,3.6
1400,2025-09-10,1,Alice Smith,Tallinn,Regular,Jogurt maasika,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,0.9,3.6
1400,2025-09-10,1,Alice Smith,Tallinn,Regular,Kohupiim,Piimatoode,Farmi,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,1.3,6.5
1400,2025-09-10,1,Alice Smith,Tallinn,Regular,Kringel mooni,Maiustus,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,2.8,19.6
1456,2025-09-10,15,Olga Valk,Tartu,Regular,Juust Gouda,Piimatoode,Valio,Google Ads brandikampaania,retargeting,facebook,Mobiilimakse,2,4.5,9.0
1465,2025-09-10,7,Greta Mets,Tallinn,VIP,Juust Gouda,Piimatoode,Valio,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,4.5,9.0
1465,2025-09-10,7,Greta Mets,Tallinn,VIP,Kommid assortii,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,4,3.5,14.0
1465,2025-09-10,7,Greta Mets,Tallinn,VIP,Kringel mooni,Maiustus,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,4,2.8,11.2
1465,2025-09-10,7,Greta Mets,Tallinn,VIP,Õun,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,1.2,8.4
1470,2025-09-10,10,Jaan Rebane,Tallinn,VIP,Apelsinimahl 1L,Jook,Aura,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,1,2.2,2.2
1470,2025-09-10,10,Jaan Rebane,Tallinn,VIP,Coca-Cola 0.5L,Jook,CocaCola,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,8,1.5,12.0
1470,2025-09-10,10,Jaan Rebane,Tallinn,VIP,Kringel mooni,Maiustus,Leibur,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,3,2.8,8.4
1094,2025-09-11,9,Irina Kivi,Viljandi,Regular,Sokolaad tume,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,2.3,18.4
1094,2025-09-11,9,Irina Kivi,Viljandi,Regular,Õun,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,1.2,8.4
1094,2025-09-11,9,Irina Kivi,Viljandi,Regular,Kommid assortii,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,3.5,3.5
1109,2025-09-11,2,Bob Jones,Tartu,VIP,Kohupiim,Piimatoode,Farmi,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,1.3,9.1
1109,2025-09-11,2,Bob Jones,Tartu,VIP,Sokolaad tume,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,3,2.3,6.9
1147,2025-09-11,4,Daniel Kask,Tallinn,VIP,Piim 2.5%,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,1.1,4.4
1147,2025-09-11,4,Daniel Kask,Tallinn,VIP,Coca-Cola 0.5L,Jook,CocaCola,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,6,1.5,9.0
1184,2025-09-11,10,Jaan Rebane,Tallinn,VIP,Kohv filtri 500g,Jook,Paulig,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,4,5.9,23.6
1184,2025-09-11,10,Jaan Rebane,Tallinn,VIP,Sai rukkine,Pagaritoode,Leibur,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,1.4,7.0
1184,2025-09-11,10,Jaan Rebane,Tallinn,VIP,Banaan,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,1.5,9.0
1209,2025-09-11,8,Henri Puu,Parnu,Regular,Piim 2.5%,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,1,1.1,1.1
1209,2025-09-11,8,Henri Puu,Parnu,Regular,Apelsin,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,2.0,10.0
1224,2025-09-11,6,Franz Saar,Tartu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,5,1.0,5.0
1230,2025-09-11,16,Peeter Kuusk,Tallinn,Regular,Kommid assortii,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,3,3.5,10.5
1237,2025-09-11,8,Henri Puu,Parnu,Regular,Sai rukkine,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,6,1.4,8.4
1262,2025-09-11,14,Nikolai Rand,Parnu,Regular,Piim 2.5%,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,1.1,1.1
1279,2025-09-11,12,Lauri Ots,Narva,Regular,Apelsinimahl 1L,Jook,Aura,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,2.2,6.6
1279,2025-09-11,12,Lauri Ots,Narva,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,1.0,2.0
1279,2025-09-11,12,Lauri Ots,Narva,Regular,Sai rukkine,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,1.4,4.2
1279,2025-09-11,12,Lauri Ots,Narva,Regular,Apelsin,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,7,2.0,14.0
1286,2025-09-11,20,Urmas Tamme,Tallinn,Regular,Sepik,Pagaritoode,Leibur,Partneri sooduskood,partnerkampaania,otsing,Pangalink,7,2.5,17.5
1299,2025-09-11,18,Siim Paju,Tartu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Partneri sooduskood,partnerkampaania,otsing,Mobiilimakse,3,1.5,4.5
1304,2025-09-11,4,Daniel Kask,Tallinn,VIP,Piim 2.5%,Piimatoode,Alma,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,1.1,7.7
1313,2025-09-11,10,Jaan Rebane,Tallinn,VIP,Sokolaad tume,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,2.3,2.3
1313,2025-09-11,10,Jaan Rebane,Tallinn,VIP,Apelsin,Puuvili,TropicBest,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,5,2.0,10.0
1313,2025-09-11,10,Jaan Rebane,Tallinn,VIP,Piim 2.5%,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,3,1.1,3.3
1313,2025-09-11,10,Jaan Rebane,Tallinn,VIP,Mineraalvesi 1L,Jook,Vichy,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,3,0.8,2.4
1317,2025-09-11,10,Jaan Rebane,Tallinn,VIP,Kohv filtri 500g,Jook,Paulig,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,5.9,35.4
1351,2025-09-11,14,Nikolai Rand,Parnu,Regular,Jogurt maasika,Piimatoode,Alma,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,5,0.9,4.5
1351,2025-09-11,14,Nikolai Rand,Parnu,Regular,Apelsinimahl 1L,Jook,Aura,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,2.2,4.4
1351,2025-09-11,14,Nikolai Rand,Parnu,Regular,Croissant,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,1.2,2.4
1351,2025-09-11,14,Nikolai Rand,Parnu,Regular,Kringel mooni,Maiustus,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,2.8,8.4
1366,2025-09-11,6,Franz Saar,Tartu,Regular,Piim 2.5%,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,1.1,2.2
1408,2025-09-11,8,Henri Puu,Parnu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,1.0,5.0
1408,2025-09-11,8,Henri Puu,Parnu,Regular,Sokolaad tume,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,3,2.3,6.9
1441,2025-09-11,12,Lauri Ots,Narva,Regular,Sepik,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,6,2.5,15.0
1441,2025-09-11,12,Lauri Ots,Narva,Regular,Kommid assortii,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,8,3.5,28.0
1441,2025-09-11,12,Lauri Ots,Narva,Regular,Kohv filtri 500g,Jook,Paulig,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,2,5.9,11.8
1462,2025-09-11,12,Lauri Ots,Narva,Regular,Sokolaad tume,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,2.3,2.3
1462,2025-09-11,12,Lauri Ots,Narva,Regular,Kohv filtri 500g,Jook,Paulig,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,5.9,11.8
1462,2025-09-11,12,Lauri Ots,Narva,Regular,Kommid assortii,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,6,3.5,21.0
1478,2025-09-11,20,Urmas Tamme,Tallinn,Regular,Kringel mooni,Maiustus,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,6,2.8,16.8
1008,2025-09-12,12,Lauri Ots,Narva,Regular,Pirn,Puuvili,FreshFarm,Google Ads brandikampaania,retargeting,facebook,Pangalink,4,1.8,7.2
1008,2025-09-12,12,Lauri Ots,Narva,Regular,Juust Gouda,Piimatoode,Valio,Google Ads brandikampaania,retargeting,facebook,Pangalink,3,4.5,13.5
1008,2025-09-12,12,Lauri Ots,Narva,Regular,Kommid assortii,Maiustus,Kalev,Google Ads brandikampaania,retargeting,facebook,Pangalink,8,3.5,28.0
1017,2025-09-12,6,Franz Saar,Tartu,Regular,Õun,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Mobiilimakse,2,1.2,2.4
1017,2025-09-12,6,Franz Saar,Tartu,Regular,Sepik,Pagaritoode,Leibur,Avanadala pakkumine,retargeting,google_ads,Mobiilimakse,6,2.5,15.0
1017,2025-09-12,6,Franz Saar,Tartu,Regular,Kohv filtri 500g,Jook,Paulig,Avanadala pakkumine,retargeting,google_ads,Mobiilimakse,5,5.9,29.5
1017,2025-09-12,6,Franz Saar,Tartu,Regular,Martsipan 100g,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Mobiilimakse,4,3.2,12.8
1123,2025-09-12,18,Siim Paju,Tartu,Regular,Mineraalvesi 1L,Jook,Vichy,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,0.8,5.6
1123,2025-09-12,18,Siim Paju,Tartu,Regular,Apelsin,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,2.0,10.0
1123,2025-09-12,18,Siim Paju,Tartu,Regular,Kohv filtri 500g,Jook,Paulig,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,1,5.9,5.9
1128,2025-09-12,8,Henri Puu,Parnu,Regular,Banaan,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,3,1.5,4.5
1138,2025-09-12,4,Daniel Kask,Tallinn,VIP,Kohv filtri 500g,Jook,Paulig,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,4,5.9,23.6
1173,2025-09-12,8,Henri Puu,Parnu,Regular,Sepik,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,2.5,7.5
1192,2025-09-12,15,Olga Valk,Tartu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,5,1.5,7.5
1192,2025-09-12,15,Olga Valk,Tartu,Regular,Sepik,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,2.5,10.0
1267,2025-09-12,2,Bob Jones,Tartu,VIP,Kohv filtri 500g,Jook,Paulig,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,5.9,41.3
1267,2025-09-12,2,Bob Jones,Tartu,VIP,Martsipan 100g,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,1,3.2,3.2
1267,2025-09-12,2,Bob Jones,Tartu,VIP,Õun,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,1,1.2,1.2
1267,2025-09-12,2,Bob Jones,Tartu,VIP,Kommid assortii,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,5,3.5,17.5
1270,2025-09-12,13,Mari Sepp,Tallinn,VIP,Kohupiim,Piimatoode,Farmi,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,2,1.3,2.6
1270,2025-09-12,13,Mari Sepp,Tallinn,VIP,Croissant,Pagaritoode,LaLorraine,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,1.2,8.4
1270,2025-09-12,13,Mari Sepp,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,1.8,12.6
1270,2025-09-12,13,Mari Sepp,Tallinn,VIP,Banaan,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,7,1.5,10.5
1295,2025-09-12,13,Mari Sepp,Tallinn,VIP,Sokolaad tume,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Pangalink,6,2.3,13.8
1295,2025-09-12,13,Mari Sepp,Tallinn,VIP,Piim 2.5%,Piimatoode,Alma,Partneri sooduskood,partnerkampaania,otsing,Pangalink,1,1.1,1.1
1297,2025-09-12,16,Peeter Kuusk,Tallinn,Regular,Sepik,Pagaritoode,Leibur,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,5,2.5,12.5
1297,2025-09-12,16,Peeter Kuusk,Tallinn,Regular,Pirn,Puuvili,FreshFarm,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,1,1.8,1.8
1303,2025-09-12,15,Olga Valk,Tartu,Regular,Croissant,Pagaritoode,LaLorraine,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,2,1.2,2.4
1303,2025-09-12,15,Olga Valk,Tartu,Regular,Kringel mooni,Maiustus,Leibur,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,3,2.8,8.4
1371,2025-09-12,11,Katrin Ilves,Tartu,Regular,Sepik,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,4,2.5,10.0
1371,2025-09-12,11,Katrin Ilves,Tartu,Regular,Apelsinimahl 1L,Jook,Aura,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,4,2.2,8.8
1371,2025-09-12,11,Katrin Ilves,Tartu,Regular,Õun,Puuvili,FreshFarm,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,2,1.2,2.4
1371,2025-09-12,11,Katrin Ilves,Tartu,Regular,Sai rukkine,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,1.4,8.4
1382,2025-09-12,13,Mari Sepp,Tallinn,VIP,Apelsinimahl 1L,Jook,Aura,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,8,2.2,17.6
1485,2025-09-12,17,Riina Laas,Viljandi,VIP,Martsipan 100g,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,3,3.2,9.6
1485,2025-09-12,17,Riina Laas,Viljandi,VIP,Juust Gouda,Piimatoode,Valio,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,8,4.5,36.0
1485,2025-09-12,17,Riina Laas,Viljandi,VIP,Sokolaad tume,Maiustus,Kalev,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,3,2.3,6.9
1487,2025-09-12,8,Henri Puu,Parnu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,8,1.0,8.0
1487,2025-09-12,8,Henri Puu,Parnu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,8,1.5,12.0
1009,2025-09-13,9,Irina Kivi,Viljandi,Regular,Banaan,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,4,1.5,6.0
1026,2025-09-13,11,Katrin Ilves,Tartu,Regular,Apelsinimahl 1L,Jook,Aura,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,3,2.2,6.6
1032,2025-09-13,4,Daniel Kask,Tallinn,VIP,Martsipan 100g,Maiustus,Kalev,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,7,3.2,22.4
1032,2025-09-13,4,Daniel Kask,Tallinn,VIP,Pirn,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,1.8,10.8
1076,2025-09-13,8,Henri Puu,Parnu,Regular,Kommid assortii,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,6,3.5,21.0
1076,2025-09-13,8,Henri Puu,Parnu,Regular,Sokolaad tume,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,7,2.3,16.1
1133,2025-09-13,20,Urmas Tamme,Tallinn,Regular,Mineraalvesi 1L,Jook,Vichy,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,2,0.8,1.6
1133,2025-09-13,20,Urmas Tamme,Tallinn,Regular,Apelsin,Puuvili,TropicBest,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,4,2.0,8.0
1210,2025-09-13,20,Urmas Tamme,Tallinn,Regular,Juust Gouda,Piimatoode,Valio,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,4,4.5,18.0
1210,2025-09-13,20,Urmas Tamme,Tallinn,Regular,Sepik,Pagaritoode,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,3,2.5,7.5
1210,2025-09-13,20,Urmas Tamme,Tallinn,Regular,Kringel mooni,Maiustus,Leibur,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,8,2.8,22.4
1216,2025-09-13,12,Lauri Ots,Narva,Regular,Piim 2.5%,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,1.1,7.7
1216,2025-09-13,12,Lauri Ots,Narva,Regular,Jogurt maasika,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,0.9,0.9
1260,2025-09-13,15,Olga Valk,Tartu,Regular,Saiake kaneeli,Pagaritoode,LaLorraine,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,8,1.0,8.0
1264,2025-09-13,19,Tiina Hein,Narva,Regular,Sepik,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,2.5,20.0
1264,2025-09-13,19,Tiina Hein,Narva,Regular,Sai rukkine,Pagaritoode,Leibur,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,8,1.4,11.2
1288,2025-09-13,11,Katrin Ilves,Tartu,Regular,Kringel mooni,Maiustus,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,6,2.8,16.8
1288,2025-09-13,11,Katrin Ilves,Tartu,Regular,Kohupiim,Piimatoode,Farmi,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,7,1.3,9.1
1333,2025-09-13,19,Tiina Hein,Narva,Regular,Kohupiim,Piimatoode,Farmi,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,4,1.3,5.2
1333,2025-09-13,19,Tiina Hein,Narva,Regular,Banaan,Puuvili,TropicBest,Facebook retargeting,hooajakampaania,partnerlink,Kaardimakse,2,1.5,3.0
1432,2025-09-13,15,Olga Valk,Tartu,Regular,Kohv filtri 500g,Jook,Paulig,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,3,5.9,17.7
1432,2025-09-13,15,Olga Valk,Tartu,Regular,Mineraalvesi 1L,Jook,Vichy,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,2,0.8,1.6
1447,2025-09-13,20,Urmas Tamme,Tallinn,Regular,Coca-Cola 0.5L,Jook,CocaCola,Avanadala pakkumine,retargeting,google_ads,Pangalink,4,1.5,6.0
1447,2025-09-13,20,Urmas Tamme,Tallinn,Regular,Mineraalvesi 1L,Jook,Vichy,Avanadala pakkumine,retargeting,google_ads,Pangalink,5,0.8,4.0
1448,2025-09-13,11,Katrin Ilves,Tartu,Regular,Mineraalvesi 1L,Jook,Vichy,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,5,0.8,4.0
1457,2025-09-13,2,Bob Jones,Tartu,VIP,Juust Gouda,Piimatoode,Valio,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,5,4.5,22.5
1464,2025-09-13,4,Daniel Kask,Tallinn,VIP,Õun,Puuvili,FreshFarm,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,8,1.2,9.6
1464,2025-09-13,4,Daniel Kask,Tallinn,VIP,Sokolaad tume,Maiustus,Kalev,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,8,2.3,18.4
1464,2025-09-13,4,Daniel Kask,Tallinn,VIP,Saiake kaneeli,Pagaritoode,LaLorraine,Partneri sooduskood,partnerkampaania,otsing,Kaardimakse,1,1.0,1.0
1025,2025-09-14,14,Nikolai Rand,Parnu,Regular,Apelsin,Puuvili,TropicBest,Partneri sooduskood,partnerkampaania,otsing,Pangalink,1,2.0,2.0
1027,2025-09-14,6,Franz Saar,Tartu,Regular,Pirn,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,2,1.8,3.6
1027,2025-09-14,6,Franz Saar,Tartu,Regular,Apelsinimahl 1L,Jook,Aura,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,2.2,2.2
1027,2025-09-14,6,Franz Saar,Tartu,Regular,Kommid assortii,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,3.5,3.5
1060,2025-09-14,14,Nikolai Rand,Parnu,Regular,Jogurt maasika,Piimatoode,Alma,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,7,0.9,6.3
1060,2025-09-14,14,Nikolai Rand,Parnu,Regular,Mineraalvesi 1L,Jook,Vichy,Uudiskirja soodustus,uudiskiri,uudiskiri,Kaardimakse,1,0.8,0.8
1093,2025-09-14,16,Peeter Kuusk,Tallinn,Regular,Kommid assortii,Maiustus,Kalev,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,8,3.5,28.0
1093,2025-09-14,16,Peeter Kuusk,Tallinn,Regular,Banaan,Puuvili,TropicBest,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,2,1.5,3.0
1134,2025-09-14,15,Olga Valk,Tartu,Regular,Coca-Cola 0.5L,Jook,CocaCola,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,1.5,9.0
1134,2025-09-14,15,Olga Valk,Tartu,Regular,Mineraalvesi 1L,Jook,Vichy,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,7,0.8,5.6
1134,2025-09-14,15,Olga Valk,Tartu,Regular,Apelsin,Puuvili,TropicBest,Google Ads brandikampaania,retargeting,facebook,Kaardimakse,6,2.0,12.0
1178,2025-09-14,1,Alice Smith,Tallinn,Regular,Juust Gouda,Piimatoode,Valio,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,6,4.5,27.0
1178,2025-09-14,1,Alice Smith,Tallinn,Regular,Pirn,Puuvili,FreshFarm,Avanadala pakkumine,retargeting,google_ads,Kaardimakse,2,1.8,3.6
1200,2025-09-14,17,Riina Laas,Viljandi,VIP,Croissant,Pagaritoode,LaLorraine,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,3,1.2,3.6
1200,2025-09-14,17,Riina Laas,Viljandi,VIP,Juust Gouda,Piimatoode,Valio,Facebook retargeting,hooajakampaania,partnerlink,Pangalink,6,4.5,27.0
1220,2025-09-14,19,Tiina Hein,Narva,Regular,Õun,Puuvili,FreshFarm,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,4,1.2,4.8
1220,2025-09-14,19,Tiina Hein,Narva,Regular,Kohv filtri 500g,Jook,Paulig,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,1,5.9,5.9
1220,2025-09-14,19,Tiina Hein,Narva,Regular,Sai rukkine,Pagaritoode,Leibur,Uudiskirja soodustus,uudiskiri,uudiskiri,Pangalink,8,1.4,11.2
1231,2025-09-14,16,Peeter Kuusk,Tallinn,Regular,Croissant,Pagaritoode,LaLorraine,Partneri sooduskood,partnerkampaania,otsing,Pangalink,1,1.2,1.2
